Dist from origin [mm],mean of absValue [nT]
0,0.005743075755079999
5,0.011289284031154258
10,0.010304874808865584
15,0.00983386217465869
20,0.009427530736774227
25,0.009069025271949043
30,0.008448761336626212
35,0.008343170319533513
40,0.008362884348560739
45,0.007582217423114021
50,0.007720930162407672
55,0.007914675034143144
60,0.007729459898417307
65,0.007732518906041861
70,0.007616293024886207
75,0.007490639370643981
80,0.007436977017164303
85,0.0075088946490845035
90,0.007636869879470177
95,0.007721110619610372
100,0.007794229544116738
105,0.007924761581346263
110,0.007917970819065541
115,0.008130288002005265
120,0.008421747170679726
125,0.008799282855492864
130,0.008895894505041744
135,0.008738688580916367
140,0.009571102999219762
145,0.010141793868592501
150,0.010516341907430365
155,0.011129233939581816
160,0.011311006480379705
165,0.003464934382671661
170,0.00022960179418222092
